question_number,question_text,choices,has_image,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,claude_answer,claude_explanation,claude_confidence,gemini_answer,gemini_explanation,gemini_confidence,o1_answer,o1_explanation,o1_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence
119E41,52歳の女性。腹部造影CT検査のために来院した。現病歴:2週間前の健康診断で実施された腹部超音波検査で肝臓の結節性病変を指摘されたため、精査目的で受診した。医師から造影CT検査について説明を受け、静脈路確保後に腹部造影CT検査が施行された。造影CT検査前の意識は清明で、バイタルサインに異常は認めなかったが、検査を終了してから5分後に息苦しさと気分不快が出現した。既往歴:脂質異常症で食事療法を行っている。生活歴:会社で事務職をしている。夫と2人暮らし。喫煙歴はない。飲酒は機会飲酒。ペットは飼育していない。家族歴:父が肺癌。現症:意識レベルはJCSⅡ-10。身長160cm、体重56kg。体温35.0℃。脈拍112/分、整。血圧76/48mmHg。呼吸数28/分。SpO296%(roomair)。毛細血管再充満時間は3秒である。冷感と皮膚の湿潤を認める。眼瞼結膜と眼球結膜とに異常を認めない。顔面に浮腫、胸腹部に発赤と腫脹を認める。心音に異常を認めない。発声は可能であるが、吸気性喘鳴を認める。 ,a. アドレナリン | b. アトロピン | c. グルココルチコイド | d. グルコン酸カルシウム | e. ジアゼパム,False,a,患者は造影ct検査後に急性のアレルギー反応、特にアナフィラキシーショックを示している可能性があります。アナフィラキシーショックの初期対応として、アドレナリンが最も効果的です。患者の低血圧、頻脈、皮膚の発赤と腫脹、吸気性喘鳴はアナフィラキシーの典型的な症状です。,0.9,a,この症例は造影剤によるアナフィラキシーショックの典型的な症状を呈しています。症状として、意識障害、低血圧（76/48mmhg）、頻脈（112/分）、呼吸困難（吸気性喘鳴）、皮膚症状（顔面浮腫、胸腹部の発赤と腫脹）が認められます。アナフィラキシーショックの第一選択薬はアドレナリンであり、早急な投与が必要です。アドレナリンは血管収縮作用、気管支拡張作用、心収縮力増強作用があり、アナフィラキシーの諸症状を改善します。,0.9,a,造影ct検査後の症状から、造影剤によるアナフィラキシーショックが疑われる。血圧低下、頻脈、呼吸困難、吸気性喘鳴、皮膚症状（発赤、腫脹）、意識レベル低下などの症状はアナフィラキシーショックに合致する。アドレナリンはアナフィラキシーショックの第一選択薬である。,1.0,a,造影剤使用後の急性アナフィラキシーショックが疑われ、第一選択薬としてアドレナリン投与が最も重要だから。,1.0,a,この症例は造影剤投与後、短時間で呼吸困難、低血圧、皮膚の発赤や腫脹、吸気性喘鳴が出現していることから、造影剤によるアナフィラキシーショックが疑われます。アナフィラキシーの初期治療の第一選択はエピネフリン（アドレナリン）投与であるため、選択肢aが正解です。,1.0
119E42,52歳の女性。腹部造影CT検査のために来院した。現病歴:2週間前の健康診断で実施された腹部超音波検査で肝臓の結節性病変を指摘されたため、精査目的で受診した。医師から造影CT検査について説明を受け、静脈路確保後に腹部造影CT検査が施行された。造影CT検査前の意識は清明で、バイタルサインに異常は認めなかったが、検査を終了してから5分後に息苦しさと気分不快が出現した。既往歴:脂質異常症で食事療法を行っている。生活歴:会社で事務職をしている。夫と2人暮らし。喫煙歴はない。飲酒は機会飲酒。ペットは飼育していない。家族歴:父が肺癌。現症:意識レベルはJCSⅡ-10。身長160cm、体重56kg。体温35.0℃。脈拍112/分、整。血圧76/48mmHg。呼吸数28/分。SpO296%(roomair)。毛細血管再充満時間は3秒である。冷感と皮膚の湿潤を認める。眼瞼結膜と眼球結膜とに異常を認めない。顔面に浮腫、胸腹部に発赤と腫脹を認める。心音に異常を認めない。発声は可能であるが、吸気性喘鳴を認める。 経過観察のために入院となったが、症状は消失し、翌日に退院した。入院中に病歴を再度聴取したところ、以前にヨード造影剤を静注した際に気分不快が出現したことが判明した。この患者における有害事象の再発防止に必要なのはどれか。 ,a. クリニカルパスを作成する。 | b. 医療事故調査制度を利用する。 | c. 医療安全支援センターを利用する。 | d. 使用した造影剤の製薬会社に報告する。 | e. 患者の診療録上の所定の位置に有害事象を記録する。,False,e,患者は以前にヨード造影剤を使用した際に気分不快を経験しており、今回もヨード造影剤によるアレルギー反応と思われる有害事象が発生しています。このような有害事象が再発しないようにするためには、診療録にアレルギー反応があったことをはっきりと記録し、次回使用時に適切な注意を払うことが重要です。他の選択肢は、直接的な再発防止策とは言えません。,0.9,e,この症例は造影剤によるアレルギー反応（造影剤アナフィラキシー）を起こした事例です。患者には以前にもヨード造影剤で気分不快の既往があったことが判明しており、再発防止のためには、診療録に造影剤アレルギーの既往を明確に記録し、今後の医療従事者が確実に確認できるようにすることが最も重要です。これにより、将来の検査時に適切な予防措置を講じることができ、同様の有害事象を防ぐことができます。,0.9,e,ヨード造影剤による有害事象（アナフィラキシー）の既往があるため、再発防止には診療録にその旨を明記し、今後の検査時に注意を促すことが最も重要である。,1.0,e,造影剤によるアナフィラキシー様反応の既往を、診療録上の定められた場所に明確に記載することで、今後の検査や治療時に再び同様の有害事象を起こすリスクを減らすために必要だから。,0.9,e,患者は以前にヨード造影剤に対する有害事象を経験しているため、同じ造影剤が再使用されるのを防ぐには、その情報を診療録の所定の位置に確実に記録することが最も重要です。これにより、将来の検査時に適切な措置が取られることが期待されます。,1.0
119E43,"74歳の女性。感冒様症状を主訴に来院した。現病歴:現在、医療機関に通院していない。2週間前から、微熱と咳嗽が続き、①*食欲が低下*している。市販の感冒薬を服用したが、改善しないため受診した。既往歴:小学生の時に気管支喘息、22歳時に虫垂炎、54歳時に胆石症、68歳時に脊椎圧迫骨折、70歳時に悪性リンパ腫。生活歴:喫煙歴と飲酒歴はない。家族歴:母は乳癌で死亡。現症:意識は清明。身長160cm、体重58kg。体温36.3℃。脈拍84/分、整。血圧120/78mmHg。呼吸数20/分。SpO286%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。②*頸静脈の怒張*を認める。頸部リンパ節を触知しない。心音に異常を認めない。③*両肺野にcoarse cracklesを聴取*する。腹部は腸雑音に異常を認めない。④*肋骨弓下に肝を1cm触知する*。⑤*両下肢に圧痕性の浮腫*を認める。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)、沈渣に異常を認めない。血液所見:赤血球454万、Hb13.2g/dL、Ht42%、白血球7,000、血小板18万、Dダイマー2.6μg/mL(基準1.0以下)。血液生化学所見:アルブミン3.9g/dL、総ビリルビン1.2mg/dL、AST24U/L、ALT18U/L、LD182U/L(基準124~222)、CK62U/L(基準41~153)、尿素窒素14mg/dL、クレアチニン0.9mg/dL、尿酸6.9mg/dL、血糖84mg/dL、HbAlc5.8%(基準4.9~6.0)、卜リグリセリド74mg/dL、HDLコレステロール36mg/dL、LDLコレステロール76mg/dL、Na132mEq/L、K4.0mEq/L、BNP356pg/mL(基準18.4以下)。CRP0.3mg/dL。心電図に異常を認めない。胸部エックス線写真で心胸郭比56%、軽度のうっ血を認める。心エコー検査で左室駆出率32%であった。 下線部のうち、左心不全に特徴的な徴候はどれか。 ",a. ① | b. ② | c. ③ | d. ④ | e. ⑤,False,c,左心不全に特徴的な徴候の一つは、肺うっ血によって生じる「coarse crackles（粗雑な捻髪音）」です。これは心不全における典型的な肺の聴診所見です。両肺野でこの音が聴取されることから、左心不全の存在が強く示唆されます。他の徴候も考慮に入れる必要がありますが、「頸静脈怒張」や「圧痕性浮腫」は右心不全でよくみられる徴候です。,0.9,a,左心不全の特徴的な初期症状として、食欲低下（早期満腹感）が挙げられます。これは左心不全により肺うっ血が生じ、胃の圧迫や消化管のうっ血が起こるためです。一方、②頸静脈怒張、④肝腫大、⑤下肢浮腫は右心不全の徴候であり、③両肺野のcoarse cracklesは左心不全による肺うっ血の所見ですが、必ずしも特異的ではありません。,0.9,c,左心不全により肺うっ血が起こり、coarse crackles（粗い断続性ラ音）が聴取される。頸静脈怒張、肝腫大、下腿浮腫は右心不全の所見。食欲低下は心不全全般で見られる可能性があるが、左心不全に特徴的なものではない。,1.0,c,左心不全では肺うっ血による両肺野のcoarse cracklesが特徴的であるため。,0.9,c,左心不全は肺うっ血を引き起こし、両肺野でcoarse crackles（細かいラ音）が聴取されるため、左心不全に特徴的な徴候となる。,1.0
119E44,"74歳の女性。感冒様症状を主訴に来院した。現病歴:現在、医療機関に通院していない。2週間前から、微熱と咳嗽が続き、1食欲が低下している。市販の感冒薬を服用したが、改善しないため受診した。既往歴:小学生の時に気管支喘息、22歳時に虫垂炎、54歳時に胆石症、68歳時に脊椎圧迫骨折、70歳時に悪性リンパ腫。生活歴:喫煙歴と飲酒歴はない。家族歴:母は乳癌で死亡。現症:意識は清明。身長160cm、体重58kg。体温36.3℃。脈拍84/分、整。血圧120/78mmHg。呼吸数20/分。SpO286%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。2頸静脈の怒張を認める。頸部リンパ節を触知しない。心音に異常を認めない。3両肺野にcoarse cracklesを聴取する。腹部は腸雑音に異常を認めない。4肋骨弓下に肝を1cm触知する。5両下肢に圧痕性の浮腫を認める。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)、沈渣に異常を認めない。血液所見:赤血球454万、Hb13.2g/dL、Ht42%、白血球7,000、血小板18万、Dダイマー2.6μg/mL(基準1.0以下)。血液生化学所見:アルブミン3.9g/dL、総ビリルビン1.2mg/dL、AST24U/L、ALT18U/L、LD182U/L(基準124~222)、CK62U/L(基準41~153)、尿素窒素14mg/dL、クレアチニン0.9mg/dL、尿酸6.9mg/dL、血糖84mg/dL、HbAlc5.8%(基準4.9~6.0)、卜リグリセリド74mg/dL、HDLコレステロール36mg/dL、LDLコレステロール76mg/dL、Na132mEq/L、K4.0mEq/L、BNP356pg/mL(基準18.4以下)。CRP0.3mg/dL。心電図に異常を認めない。胸部エックス線写真で心胸郭比56%、軽度のうっ血を認める。心エコー検査で左室駆出率32%であった。 薬剤性の心筋障害を疑った場合、既往歴のうち特に詳細に聴取すべき病歴はどれか。 ",a. 気管支喘息 | b. 虫垂炎 | c. 胆石症 | d. 脊椎圧迫骨折 | e. 悪性リンパ腫,False,e,患者の左室駆出率の低下から薬剤性の心筋障害が疑われています。既往歴の中で、心筋障害を引き起こす可能性のある治療を受けた可能性を考えると、抗がん剤治療が関与することがある悪性リンパ腫に関する情報が重要です。このため、悪性リンパ腫について詳細に聴取すべきです。,0.9,e,悪性リンパ腫の治療では、アントラサイクリン系抗がん剤（ドキソルビシンなど）が使用されることが多く、これらは心毒性があり、晩期合併症として心不全を引き起こす可能性があります。現在の症状（心不全症状）と検査所見（bnp上昇、左室駆出率低下）は、過去の化学療法による心筋障害の可能性を示唆しています。他の既往歴は、一般的に心筋障害との関連性が低いです。,0.9,e,薬剤性の心筋障害を疑う場合、抗癌剤治療の既往が重要となる。悪性リンパ腫の治療で使用された薬剤が心筋障害を引き起こした可能性があるため。,0.9,e,悪性リンパ腫に対する化学療法歴（アントラサイクリン系抗がん剤など）が心筋障害のリスクとなるため。,1.0,e,悪性リンパ腫の治療には、アントラサイクリン系などの心毒性薬剤が用いられることが多く、これらが心筋障害の原因となるため、詳細に聴取する必要がある。,1.0
119E45,"32歳の男性。腹痛を主訴に来院した。現病歴:本日起床時から腹痛が出現した。悪心を伴い朝食を食べられなかった。出社時間となっても症状が改善しないため受診した。既往歴:小学生時に気管支喘息のため吸入薬を使用していた。生活歴:広告会社で勤務している。喫煙は10本/日を10年間。飲酒は機会飲酒。4年前に結婚し、妻と1歳の男児の3人暮らし。3年前から猫を2匹飼っている。海外渡航歴はない。家族歴:父が60歳時に胃癌で手術。母が糖尿病で服薬治療中。現症:身長178cm、体重68kg。体温37.3℃。脈拍72/分、整。血圧132/78mmHg。眼瞼結膜と眼球結膜とに異常を認めない。甲状腺と頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦。腸雑音はやや亢進している。肝·脾を触知しない。腹部正中に軽度の圧痛を認める。下腿に浮腫を認めない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体1+、潜血(一)、沈渣に白血球を認めない。血液所見:赤血球488万、Hb14.6g/dL、Ht44%、白血球12,300、血小板21万。血液生化学所見:総蛋白7.6g/dL、アルブミン3.9g/dL、総ビリルビン0.9mg/dL、AST28U/L、ALT16U/L、LD177U/L(基準124~222)、ALP83U/L(基準38~113)、r-GT32U/L(基準13~64)、アミラーゼ50U/L(基準44~132)、CK60U/L(基準59~248)、尿素窒素19mg/dL、クレアチニン0.9mg/dL、尿酸6.2mg/dL、血糖98mg/dL、Na134mEq/L、K4.4mEq/L、C198mEq/L。CRP1.6mg/dL。 検査結果を説明後に、患者から「幼い子供がいるので、うつる病気かどうか心配です」と発言があった。この発言に対する適切な問診はどれか。 a「夜は眠れますか」 b「便秘はありますか」 c「おなかの張りはありますか」 d「手足のしびれはありますか」 e「周りに同じ症状の人はいますか」 ",,False,e,患者が「うつる病気かどうか心配」という発言をしており、感染症を心配していることが示唆されます。そのため、周辺の人々に同様の症状があるかを確認することが重要です。この情報は感染症の可能性を判断する助けとなります。他の選択肢は直接的に感染性の可能性を探るための質問ではありません。,0.9,e,この状況では、患者が感染性疾患を心配していることが明確です。「周りに同じ症状の人はいますか」という質問は、感染性胃腸炎などの可能性を評価する上で最も適切な問診となります。他の選択肢（睡眠、便秘、腹部膨満感、しびれ）は、患者の感染への懸念に直接応えるものではありません。,0.9,e,患者が感染症を心配しているため、周りに同様の症状の人がいるかを確認することで、感染症の可能性を評価できる。他の選択肢は、現在の症状の原因を特定するのに役立つかもしれないが、感染症の可能性を評価するという患者の直接的な懸念には対応していない。,0.9,e,他者からの感染や周囲への伝播が疑われる場合は、同様の症状の人が身近にいるかどうかを確認することが重要なため。,1.0,e,患者は感染の可能性について心配しており、「周りに同じ症状の人はいますか」という問診は、感染症の流行状況を把握するために適切だからです。,1.0
119E46,"32歳の男性。腹痛を主訴に来院した。現病歴:本日起床時から腹痛が出現した。悪心を伴い朝食を食べられなかった。出社時間となっても症状が改善しないため受診した。既往歴:小学生時に気管支喘息のため吸入薬を使用していた。生活歴:広告会社で勤務している。喫煙は10本/日を10年間。飲酒は機会飲酒。4年前に結婚し、妻と1歳の男児の3人暮らし。3年前から猫を2匹飼っている。海外渡航歴はない。家族歴:父が60歳時に胃癌で手術。母が糖尿病で服薬治療中。現症:身長178cm、体重68kg。体温37.3℃。脈拍72/分、整。血圧132/78mmHg。眼瞼結膜と眼球結膜とに異常を認めない。甲状腺と頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦。腸雑音はやや亢進している。肝·脾を触知しない。腹部正中に軽度の圧痛を認める。下腿に浮腫を認めない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体1+、潜血(一)、沈渣に白血球を認めない。血液所見:赤血球488万、Hb14.6g/dL、Ht44%、白血球12,300、血小板21万。血液生化学所見:総蛋白7.6g/dL、アルブミン3.9g/dL、総ビリルビン0.9mg/dL、AST28U/L、ALT16U/L、LD177U/L(基準124~222)、ALP83U/L(基準38~113)、r-GT32U/L(基準13~64)、アミラーゼ50U/L(基準44~132)、CK60U/L(基準59~248)、尿素窒素19mg/dL、クレアチニン0.9mg/dL、尿酸6.2mg/dL、血糖98mg/dL、Na134mEq/L、K4.4mEq/L、C198mEq/L。CRP1.6mg/dL。 外来受診後、自宅で安静にしていたが、夕方になり腹痛が増悪したため再受診した。腹痛の部位が移動し、右下腹部に圧痛を認めた。この患者に認める可能性の高い所見はどれか。 ",a. 黄疸 | b. 下血 | c. 波動 | d. 金属音 | e. 反跳痛,False,e,患者の症状は進行する腹痛であり、右下腹部の圧痛があるため、急性虫垂炎が疑われます。急性虫垂炎では反跳痛（blumberg徴候）が見られることが多いため、可能性が高い所見として選択しました。,0.95,e,この症例は典型的な急性虫垂炎の経過を示しています。初期の心窩部痛から、時間経過とともに右下腹部への痛みの移動が見られ、これは虫垂炎の特徴的な症状経過です。虫垂炎が進行すると、腹膜刺激症状として反跳痛が出現します。他の選択肢（黄疸、下血、波動、金属音）は、この症例の経過や検査所見からは考えにくい症状です。,0.9,e,右下腹部に圧痛が移動していることから、虫垂炎が疑われる。虫垂炎で認めやすい所見は反跳痛である。,0.9,e,痛みの移動と右下腹部の圧痛を伴う急性虫垂炎が疑われ、局所腹膜刺激徴候である反跳痛が最も可能性が高い。,0.9,e,この患者は初期の痛みが腹部全体から右下腹部に移行するなど、急性虫垂炎の典型的な経過を示しています。反跳痛は腹膜刺激徴候として急性虫垂炎に認められる所見であり、他の選択肢（黄疸、下血、波動、金属音）はこの症例においては認められにくいです。,1.0
119E47,"75歳の女性。呼吸困難を主訴に救急車で搬入された。現病歴:8年前に認知症と診断され、現在は直前の出来事も記憶していない。1週間前から咳嗽が増加し、市販の咳止めを内服したが改善しなかった。昨夜から呼吸困難が強くなり、喘鳴が家族にも聴取できるようになった。かかりつけ医に処方されていた吸入薬を使用したが今朝になっても改善しないため、家族が救急車を要請した。既往歴:認知症のほかに、40歳時から気管支喘息で発作時の吸入薬を処方されている。生活歴:喫煙歴と飲酒歴はない。家族歴:父が80歳時に脳梗塞で死亡。母が65歳時に胃癌で死亡。現症:ベッド上で仰臥位となっている。会話は可能だが見当識に関連する質問には回答できない。身長143cm、体重46kg。体温36.6℃。心拍数92/分、整。血圧146/68mmHg。呼吸数20/分。SpO299%(マスク5L/分酸素投与下)。頸静脈の怒張を認めない。口腔内と咽頭とに異常を認めない。両側全肺野で呼気時にwheezesを聴取する。腹部は平坦、軟で、肝·脾を触知しない。四肢に浮腫を認めない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)。血液所見:赤血球452万、Hb13.8g/dL、Ht41%、白血球5,440(好中球43%、好酸球12%、好塩基球1%、単球6%、リンパ球38%)、血小板21万。血液生化学所見:総蛋白7.3g/dL、アルブミン3.7g/dL、総ビリルビン0.5mg/dL、直接ビリルビン0.1mg/dL、AST19U/L、ALT10U/L、LD230U/L(基準124~222)、CK40U/L(基準41~153)、尿素窒素10mg/dL、クレアチニン0.6mg/dL、尿酸5.3mg/dL、血糖98mg/dL、Na139mEq/L、K4.2mEq/L、Cl106mEq/L、Ca8.9mg/dL、P4.0mg/dL.CRP0.4mg/dL。動脈血ガス分析(マスク5L/分酸素投与下):pH7.46、PaCO231Torr、PaO292Torr、HCO3-21mEq/L。心電図で異常を認めない。胸部エックス線写真で異常を認めない。 この患者の前腕から静脈投与を行う。静脈留置針の自己抜去を防ぐために行う対応で適切なのはどれか。 ",a. 薬剤は持続点滴で投与する。 | b. 両上肢を抑制帯で固定する。 | c. できるだけ太い留置針を用いる。 | d. 夜間も患者周囲の照明をできるだけ明るくする。 | e. 患者から見えないように寝衣の袖の中に点滴ルートを通す。,False,e,認知症患者における静脈留置針の自己抜去を防ぐためには、点滴ルートを視野から隠すことが有効です。見えないように寝衣の袖の中に点滴ルートを通すことで、意識的に抜去しようとする行動を減らすことが期待できます。他の選択肢は患者への負担が大きかったり、効果が不明確だったりします。,0.9,e,認知症患者の点滴自己抜去予防において、最も適切な対応は点滴ルートを目立たなくすることです。寝衣の袖の中にルートを通すことで、患者の視界から点滴を隠し、自己抜去のリスクを低減できます。両上肢の抑制は身体拘束に当たり避けるべきで、持続点滴や太い留置針の使用、明るい照明は自己抜去予防に直接的な効果がありません。患者の尊厳を保ちながら安全を確保する方法として、選択肢eが最も適切です。,0.9,e,認知症患者の自己抜去を防ぐためには、患者から点滴ルートが見えないようにすることが有効です。持続点滴や太い留置針は直接的な対策にはなりません。抑制帯は倫理的に問題があり、照明はせん妄を悪化させる可能性があります。,0.9,e,視覚刺激を減らすことで不要な関心を避け、自己抜去のリスクを軽減するため。,0.9,e,寝衣の袖内に点滴ルートを配置することで患者にivルートが見えず、自己抜去の衝動を低減できるため、最も適切な対応となる。,1.0
119E48,"75歳の女性。呼吸困難を主訴に救急車で搬入された。現病歴:8年前に認知症と診断され、現在は直前の出来事も記憶していない。1週間前から咳嗽が増加し、市販の咳止めを内服したが改善しなかった。昨夜から呼吸困難が強くなり、喘鳴が家族にも聴取できるようになった。かかりつけ医に処方されていた吸入薬を使用したが今朝になっても改善しないため、家族が救急車を要請した。既往歴:認知症のほかに、40歳時から気管支喘息で発作時の吸入薬を処方されている。生活歴:喫煙歴と飲酒歴はない。家族歴:父が80歳時に脳梗塞で死亡。母が65歳時に胃癌で死亡。現症:ベッド上で仰臥位となっている。会話は可能だが見当識に関連する質問には回答できない。身長143cm、体重46kg。体温36.6℃。心拍数92/分、整。血圧146/68mmHg。呼吸数20/分。SpO299%(マスク5L/分酸素投与下)。頸静脈の怒張を認めない。口腔内と咽頭とに異常を認めない。両側全肺野で呼気時にwheezesを聴取する。腹部は平坦、軟で、肝·脾を触知しない。四肢に浮腫を認めない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)。血液所見:赤血球452万、Hb13.8g/dL、Ht41%、白血球5,440(好中球43%、好酸球12%、好塩基球1%、単球6%、リンパ球38%)、血小板21万。血液生化学所見:総蛋白7.3g/dL、アルブミン3.7g/dL、総ビリルビン0.5mg/dL、直接ビリルビン0.1mg/dL、AST19U/L、ALT10U/L、LD230U/L(基準124~222)、CK40U/L(基準41~153)、尿素窒素10mg/dL、クレアチニン0.6mg/dL、尿酸5.3mg/dL、血糖98mg/dL、Na139mEq/L、K4.2mEq/L、Cl106mEq/L、Ca8.9mg/dL、P4.0mg/dL.CRP0.4mg/dL。動脈血ガス分析(マスク5L/分酸素投与下):pH7.46、PaCO231Torr、PaO292Torr、HCO3-21mEq/L。心電図で異常を認めない。胸部エックス線写真で異常を認めない。 β2刺激薬の吸入を行ったが呼吸困難と喘鳴が改善しない。次に静脈内投与すべき薬剤はどれか。 aアトロピン bジアゼパム Cフロセミド dアドレナリン eグルココルチコイド ",,False,e,この患者は、認知症の既往があり気管支喘息と診断されている。喘鳴と呼吸困難が見られることから、重症の喘息発作が疑われます。β2刺激薬の吸入が効かない場合、次に試みる治療としてはグルココルチコイドの静脈内投与が標準的です。炎症を抑えて気道の解毒作用を促進するためです。他の選択肢（アトロピン、ジアゼパム、フロセミド、アドレナリン）は、喘息の急性期治療の標準的な選択肢ではありません。,0.9,e,この症例は気管支喘息の重症発作と考えられます。β2刺激薬の吸入で改善が見られない場合、次のステップとしてグルココルチコイド（ステロイド）の全身投与が推奨されます。好酸球が12%と上昇していることも気管支喘息を支持する所見です。アドレナリンも選択肢として考えられますが、高齢者では心血管系への副作用リスクが高いため、まずはステロイドが適切です。,0.9,e,喘息発作に対して、β2刺激薬が無効な場合、グルココルチコイドの静脈内投与が推奨される。アトロピンは気道分泌を抑制する目的で使用されることがあるが、第一選択ではない。ジアゼパムは喘息の治療には用いられない。フロセミドは心不全による呼吸困難に用いられるが、喘息には無効。アドレナリンはアナフィラキシーショックなどに用いられるが、喘息発作に対してはβ2刺激薬が第一選択である。,0.9,e,吸入β2刺激薬で改善しない重症喘息発作では、次に全身ステロイドの投与が必要になるため。,1.0,e,この症例は急性の喘息増悪が疑われ、吸入β2刺激薬で改善が見られなかったため、炎症の抑制を目的とした静脈内グルココルチコイドの投与が次のステップとなる。,1.0
119E49,"17歳の男子。胸痛を主訴に来院した。現病歴:昨日午後、高校の授業中に左胸部痛と呼吸困難を自覚し、当院を受診し、胸部エックス線撮影を施行された。一旦帰宅したが、本日朝になっても軽度の左胸痛が持続するため、再度受診した。既往歴:特記すべきことはない。生活歴:両親、大学生の兄と同居。アレルギー歴はない。現症:意識は清明。身長182cm、体重66kg。体温36.5℃。脈拍80/分、整。血圧110/78mmHg。呼吸数18/分。SpO296%(roomair)。心音に異常を認めない。検査所見:血液所見:赤血球500万、Hb14.9g/dL、Ht45%、白血球8,300、血小板29万。血液生化学所見:AST21U/L、ALT18U/L、LD180U/L(基準124~222)。本日来院時の胸部エックス線写真(別冊No.6A)と胸部単純CT(別冊No.6B)とを別に示す。E49この患者でみられる所見はどれか。 ",a. 奇異呼吸 | b. 胸部握雪感 | c. 左上肢浮腫 | d. 左頭静脈怒張 | e. 左呼吸音減弱,True,e,患者は若年男性で、突然の片側胸痛と呼吸困難を訴えており、これは気胸の典型的な症状です。胸部エックス線写真やct画像からも左肺の虚脱が示唆されるため、左呼吸音の減弱が見られる可能性が高いです。,0.9,e,この症例は自然気胸が最も疑われます。胸部エックス線写真とctで左肺の虚脱が示唆されており、このような場合、患側（左側）の呼吸音が減弱することが典型的な身体所見となります。他の選択肢（奇異呼吸、胸部握雪感、上肢浮腫、頭静脈怒張）は、この症例の臨床像や病態からは説明できない所見です。,0.9,e,胸部x線写真およびctで左肺の虚脱（気胸）が認められるため、左呼吸音の減弱が予想される。,1.0,e,高身長でやせ型の若年男性の自然気胸を示唆する画像所見より，患側の胸部で呼吸音が減弱する。,1.0,e,この患者は身長が高く痩せ型の17歳男子で、急性の左胸痛と呼吸困難を呈しており、若年者に多い原発性自然気胸が疑われます。気胸では、胸部の病変側において呼吸音の減弱が典型的な所見となるため、eが正解となります。,1.0
119E50,"17歳の男子。胸痛を主訴に来院した。現病歴:昨日午後、高校の授業中に左胸部痛と呼吸困難を自覚し、当院を受診し、胸部エックス線撮影を施行された。一旦帰宅したが、本日朝になっても軽度の左胸痛が持続するため、再度受診した。既往歴:特記すべきことはない。生活歴:両親、大学生の兄と同居。アレルギー歴はない。現症:意識は清明。身長182cm、体重66kg。体温36.5℃。脈拍80/分、整。血圧110/78mmHg。呼吸数18/分。SpO296%(roomair)。心音に異常を認めない。検査所見:血液所見:赤血球500万、Hb14.9g/dL、Ht45%、白血球8,300、血小板29万。血液生化学所見:AST21U/L、ALT18U/L、LD180U/L(基準124~222)。本日来院時の胸部エックス線写真(別冊No.6A)と胸部単純CT(別冊No.6B)とを別に示す。E49この患者でみられる所見はどれか。 昨日と本日の胸部エックス写真を比較して、大きな変化は認められなかった。適切な治療方針はどれか。 ",a. 抗菌薬投与 | b. 昇圧薬投与 | c. 外来で経過観察 | d. 気管支拡張薬吸入 | e. 緊急胸腔鏡下手術,True,c,高身長・痩せ型の若年男性に好発する自然気胸が疑われる。症状軽度でSpO₂正常、昨日と比較してX線画像に大きな変化がないため、外来経過観察が適切。,0.9,c,この症例は若年の痩せ型男性で、突然の胸痛と呼吸困難を訴えており、典型的な自然気胸の症例と考えられます。バイタルサインは安定しており（spo2 96%）、症状も軽度で、画像所見も昨日から大きな変化がないことから、軽症の気胸と判断できます。軽症の自然気胸の場合、外来での経過観察が標準的な治療方針となります。緊急手術や薬物療法は必要ありません。,0.9,c,胸部X線写真とCTから気胸が疑われるが、SpO2が96%であり、症状も軽度であることから、緊急性は低いと判断できる。昨日と本日のX線写真に大きな変化がないことから、自然軽快の可能性も考慮し、外来での経過観察が適切である。,0.9,c,症状が軽度で、胸部画像上も大きな変化が認められないため、小規模かつ安定した自然気胸として外来での経過観察が適切と考えられる。,0.95,c,この患者は若くて痩せ型の男性に多い原発性自発性気胸の典型例です。胸部x線およびctにおいて気胸の所見が認められ、昨日と本日で大きな変化がないことから、状態は安定していると判断されます。そのため、抗菌薬、昇圧薬、気管支拡張薬、あるいは緊急手術ではなく、外来での経過観察が適切な治療方針となります。,1.0
