question_number,question_text,choices,o1_answer,o1_explanation,o1_confidence,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,gemini_answer,gemini_explanation,gemini_confidence,deepseek_answer,deepseek_explanation,claude_answer,claude_explanation,claude_confidence,deepseek_confidence
119A59,"69歳の女性。2週間前に受けた人間ドックの腹部超音波検査で胆囊の異常を指摘され精査目的で来院した。自覚症状はない。喫煙歴はない。飲酒は機会飲酒。家族歴に特記すべきことはない。身長164cm、体重57kg。心音と呼吸音とに異常を認めない。腹部に異常所見を認めない。血液所見:赤血球507万、Hb14.7g/dL、Ht45%、白血球6,180。血液生化学所見:総蛋白6.8g/dL、アルブミン3.9g/dL、総ビリルビン0.6mg/dL、AST16U/L、ALT14U/L、LD160U/L(基準124~222)、ALP61U/L(基準38~113)、Y-GT17U/L(基準9~32)、アミラーゼ51U/L(基準44~132)、尿素窒素12mg/dL、クレアチニン0.8mg/dL、CEA2.5ng/mL(基準5以下)、CA19-928U/mL(基準37以下)。CRP1.0mg/dL。腹部造影CTで胆囊内に腫瘤があり、精査のために行った超音波内視鏡検査の胆囊像(別冊No.24)を別に示す。この患者に行う治療はどれか。 ",a. 胆囊摘出術 | b. 放射線治療 | c. 利胆薬投与 | d. 薬物による抗癌治療 | e. 超音波検査による経過観察,a,画像所見や腫瘍の存在から胆囊病変が疑われ、悪性の可能性を否定できないため胆囊摘出術が適切と判断される。,0.9,a,患者は無症状ですが、腹部造影ctで胆囊内に腫瘤が認められているため、悪性の可能性が考えられます。無症候性でも胆囊に腫瘍が認められた場合は、胆嚢癌のリスクを考慮して、一般的には胆囊摘出術が推奨されます。他の治療法は、腫瘍の性質がさらに明確になった場合に検討されますが、診断目的および潜在的に治療目的での外科的介入がこの状況では適切です。,0.9,a,この患者は偶発的に発見された胆嚢内腫瘤があり、eusで詳細な評価を行った結果、悪性腫瘍の可能性が高いと考えられるため、最も適切な治療は胆嚢摘出術となる。,1.0,a,胆嚢に腫瘤があり、悪性腫瘍の可能性が高いため、胆嚢摘出術が推奨される。自覚症状がないことや、腫瘍の大きさ、進展度合いによって手術適応を判断する。画像所見から、他の選択肢よりも外科的切除が最も適切な治療法と考えられる。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),a,この症例では、以下の理由から胆囊摘出術が最適な治療法です：,0.9,
119A60,"13歳の女子。右膝周囲の痛みを主訴に来院した。3か月前から右膝周囲の痛みが出現し、痛みが増強したため受診した。外傷の既往はない。身長152cm、体重42kg。BMI18.1。体温36.5℃。右大腿遠位に軽度の腫脹と圧痛を認める。赤沈12mm/1時間。血液所見:Hb12.8g/dL、白血球8,200、血小板26万。CRP0.3mg/dL。右大腿遠位のエックス線写真(別冊No.25)を別に示す。適切な対応はどれか。 ",a. 生検 | b. 切開排膿術 | c. アスピリン投与 | d. 観血的整復固定術 | e. ギプスシーネ固定,a,3か月にわたる疼痛とx線上の腫瘍性病変の疑いがあり、感染所見も乏しいため、確定診断のために生検が適切と考えられる。,0.9,a,患者は13歳の少女で、右大腿遠位に腫脹と圧痛があり、外傷の既往がないことから、骨や軟部組織の腫瘍を疑う必要があります。赤沈やcrpの上昇が軽度で、感染症の可能性が低いため、腫瘍性病変の鑑別のために生検が適切な対応です。,0.9,a,この症例は13歳の女児で、外傷歴なく3か月続く右大腿遠位部の痛みと局所腫脹が認められており、エックス線所見も異常を示しているため、骨腫瘍（例：骨肉腫）の可能性が高いです。血液検査に感染性を示す所見がないことから、切開排膿術やその他の外傷・感染に対する処置は適応外となり、最終診断を確定するために生検による組織診断が適切と考えられます。,0.95,a,エックス線写真から骨腫瘍が疑われるため、確定診断のために生検を行うのが適切。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),a,エックス線写真と臨床所見から骨肉腫が疑われます。思春期の大腿遠位部の痛み、腫脹、エックス線での骨破壊像が特徴的です。確定診断のために生検が必要です。炎症所見が軽度であることから感染症は否定的で、外傷歴もないため、整復固定やギプス固定は不適切です。,0.9,
119A61,16歳の男子。発熱と皮疹を主訴に来院した。幼少期からアトピー性皮膚炎で治療を受けていたが、3か月前から治療を中断していた。2日前から39.9℃の発熱があり、顔面に皮疹が出現し体幹にも拡大したため受診した。疼痛はない。顔面と体幹に小水疱、びらん及び紅斑を両側性に認めた。顔面の写真(別冊No.26)を別に示す。原因で最も考えられるのはどれか。 ,a. サイトメガロウイルス | b. 単純ヘルペスウイルス | c. 水痘·帯状疱疹ウイルス | d. ヒトヘルペスウイルス6 | e. Epstein-Barr〈EB〉ウイルス,b,アトピー性皮膚炎患者に全身性の小水疱・びらんを伴う発疹が発熱とともに出現する場合、単純ヘルペスウイルスによるカポジ水痘様発疹症が最も考えられるため。,1.0,b,アトピー性皮膚炎の患者が治療を中断した場合、免疫抑制が弱まり、単純ヘルペスウイルスによる全身性の皮疹が起こる可能性があります。特に発熱と全身の水疱のパターンは、カポジ水痘様発疹症（kaposi's varicelliform eruption）と呼ばれる、単純ヘルペスウイルスの感染症の典型的な症状に一致します。,0.9,b,この患者は、治療中断により悪化しやすいアトピー性皮膚炎の既往があり、急性発熱と顔面から体幹にかけて広がる小水疱、びらん、紅斑が認められることから、湿疹上に起こるヘルペスウイルス感染（カポジ風疹様発疹＝eczema herpeticum）が疑われ、最も考えられる原因は単純ヘルペスウイルスである。,1.0,b,アトピー性皮膚炎の既往があり、発熱と小水疱、びらん、紅斑が顔面や体幹に広がることから、カポジ水痘様発疹症（単純ヘルペスウイルス感染症）が最も考えられる。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,アトピー性皮膚炎患者で治療中断後に発症した発熱と水疱性皮疹は、カポジ水痘様発疹症を強く示唆します。これは単純ヘルペスウイルスによる重症感染症で、アトピー性皮膚炎患者で特に発症リスクが高くなります。両側性の小水疱、びらんの分布と臨床経過が典型的です。,0.9,
119A62,"65歳の女性。健康診断の胸部エックス線写真で異常を指摘され来院した。自覚症状はない。喫煙は20本/日を45年間、1か月前から禁煙している。身長160cm、体重48kg。体温36.8℃。脈拍60/分、整。血圧118/64mmHg。呼吸数16/分。SpO299%(roomair)。心音と呼吸音とに異常を認めない。血液所見:赤血球430万、Hb14.6g/dL、Ht45%、白血球4,600、血小板21万。血液生化学所見:総蛋白6.5g/dL、アルブミン4.2g/dL、総ビリルビン0.6mg/dL、AST20U/L、ALT17U/L、LD180U/L(基準124~222)、尿素窒素14mg/dL、クレアチニン0.5mg/dL、CEA8.3ng/mL(基準5以下)。免疫血清学所見:CRP0.1mg/dL。呼吸機能検査:%VC100%、FEV1%87%。心電図に異常を認めない。胸部造影CTで左上葉に径2.5cmの充実性腫瘍を認め、気管支鏡検査で左B1+2から肺生検を行い腺癌と診断された。全身検索の結果、所属リンパ節転移と遠隔転移とを認めなかった。胸部エックス線写真(別冊No.27A)、胸部単純CT(別冊No.27B)及びFDG-PET/CT像(別冊No.27C)を別に示す。第一選択になる治療はどれか。 ",a. 抗癌化学療法 | b. 左肺上葉腫瘍核出術 | c. 縦隔リンパ節郭清を伴う左肺全摘術 | d. 放射線治療と抗癌化学療法との併用 | e. 縦隔リンパ節郭清を伴う左肺上葉切除術,e,病期ia（t1n0m0）で呼吸機能にも問題がないため，標準治療として縦隔リンパ節郭清を伴う葉切除術が第一選択となる。,1.0,e,患者は左上葉の腺癌で、リンパ節転移や遠隔転移が認められていないため、早期の非小細胞肺癌と考えられます。この場合、治療の第一選択は通常、縦隔リンパ節郭清を伴う患部の外科的切除です。左肺上葉の切除術が適しています。,0.95,e,患者は早期（t1n0m0）肺腺癌であり、肺機能も良好なため、標準治療である縦隔リンパ節郭清を伴う左肺上葉切除術（肺葉切除＋リンパ節郭清）が第一選択となる。,1.0,e,問題文より、病変は2.5cmの充実性腫瘍で、所属リンパ節転移と遠隔転移を認めない腺癌である。呼吸機能も保たれており、手術適応がある。よって、縦隔リンパ節郭清を伴う左肺上葉切除術が第一選択となる。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),e,この症例は、左上葉の2.5cm大の腺癌で、所属リンパ節転移や遠隔転移を認めない臨床病期i期の非小細胞肺癌です。呼吸機能も保たれており（%vc100%、fev1%87%）、手術可能な状態です。このような早期肺癌の標準治療は、縦隔リンパ節郭清を伴う肺葉切除術です。全摘は過大侵襲であり、核出術では根治性が不十分です。化学療法や放射線療法は、手術不能例や進行例の治療選択となります。,0.9,
119A63,"40歳の男性。関節痛と皮疹を主訴に来院した。以前から皮疹を繰り返し認めていたが、約3か月前から背部の皮疹が拡大してきた。同時期から、手指の関節痛、腰痛および臀部痛を自覚するようになった。貼付剤で様子をみていたが、改善しないため受診した。意識は清明。体温36.5℃。上腕部と背部とに皮疹を認める。心音と呼吸音とに異常を認めない。両手の爪に点状陥凹を認める。両手の示指、中指、環指の遠位指節間関節および近位指節間関節に腫脹と圧痛を認める。アキレス腱付着部に軽度の圧痛を認める。血液所見:赤血球452万、Hb14.1g/dL、Ht45%、白血球5,600、血小板16万。免疫血清学所見:CRP0.3mg/dL、リウマトイド因子〈RF〉陰性、抗核抗体陰性。背部の写真(別冊No.28)を別に示す。この患者でみられる可能性が高いのはどれか。 ",a. 白内障 | b. 外陰部潰瘍 | c. 心囊液貯留 | d. 仙腸関節炎 | e. 多発単神経炎,d,dip関節炎や爪の点状陥凹、付着部炎など乾癬性関節炎を示唆する所見があり、脊椎症状として仙腸関節炎が合併しやすいため。,1.0,d,患者の症状、特に皮疹、関節痛、爪の点状陥凹、およびアキレス腱の圧痛から、乾癬性関節炎が疑われます。乾癬性関節炎ではしばしば仙腸関節炎がみられるため、可能性が高いのは仙腸関節炎（d）です。他の選択肢に関連する症状や所見は示されていません。,0.9,d,この患者は、皮疹（乾癬）と、指節間関節の腫脹・圧痛、爪の点状陥凹など、乾癬性関節炎を示唆する所見があり、加えて腰痛・臀部痛があることから仙腸関節炎が合併している可能性が高い。,1.0,d,関節痛、皮疹、爪の点状陥凹から乾癬性関節炎が疑われる。乾癬性関節炎では仙腸関節炎を合併することがあるため。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例は乾癬性関節炎を強く示唆します。主な根拠は：,0.9,
119A64,73歳の女性。左足趾の痛みを主訴に来院した。6か月前から約500mの歩行で左ふくらはぎの痛みが出現し、数分の安静で症状は消失していた。かかりつけ医から抗血小板薬が処方されていたが、2か月前の靴ずれを契機に左第五足趾に潰瘍ができ、安静時も痛みが出現したため受診した。高血圧、糖尿病および脂質異常症で55歳から内服治療中である。体温37.0℃。脈拍96/分、整。血圧140/90mmHg(左右差なし)。呼吸数22/分。SpO295%(roomair)。心音と呼吸音とに異常を認めない。両側大腿動脈の触知は良好だが左膝窩動脈、後脛骨および足背動脈の触知は減弱している。下腿に触れると、右より左が冷たい。左第五足趾に潰瘍を認め、周囲は発赤を伴い、圧痛を認める。左第一足趾に壊死を認める。血液生化学所見:血糖123mg/dL、HbAlc6.6%(基準4.9~6.0)、HDLコレステロール30mg/dL、LDLコレステロール141mg/dL。CRP2.5mg/dL。下肢の動脈造影検査で、左浅大腿動脈の閉塞を認める。この患者に考慮すべき治療で誤っているのはどれか。 ,a. 下肢切断術 | b. β遮断薬の投与 | c. 外科的バイパス術 | d. 経皮的血管形成術 | e. プロスタグランジン製剤の投与,b,β遮断薬は末梢血管収縮を助長し、虚血を悪化させる可能性があるため不適切と考えられる。,1.0,b,この患者は閉塞性動脈硬化症（pad）の症例であり、左浅大腿動脈の閉塞が見られます。β遮断薬は一般的には冠動脈疾患のリスク層で予防として用いることがありますが、末梢動脈の閉塞病変では禁忌とされています。他の選択肢は、症状改善または阻血部位の血流改善のために考慮される標準的な治療法です。,0.9,b,この患者は末梢動脈閉塞症による虚血性症状が認められるため、再血行再開（外科的バイパス術、経皮的血管形成術）やプロスタグランジン製剤の投与、場合により下肢切断術も検討される。一方、β遮断薬は末梢血管の収縮を促す可能性があり、痛みや虚血症状を悪化させるため、誤った治療選択となる。,1.0,b,閉塞性動脈硬化症（aso）による重症下肢虚血（cli）が疑われる症例。cliに対する治療は、血行再建（外科的バイパス術、経皮的血管形成術）や薬物療法（プロスタグランジン製剤など）、重症例では下肢切断術も考慮される。β遮断薬は血管収縮作用があるため、asoの症状を悪化させる可能性があり、禁忌である。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),b,この患者は重症下肢虚血（cli）の状態で、末梢動脈疾患（pad）が進行しています。β遮断薬は末梢血管を収縮させる作用があり、虚血症状を悪化させる可能性があるため、一般的に重症下肢虚血の患者には禁忌とされています。他の選択肢（血行再建術としての外科的バイパス術や経皮的血管形成術、プロスタグランジン製剤による薬物療法、重症例での下肢切断術）は、症例に応じて適切な治療選択肢となります。,0.9,
119A65,救急外来で小児を診察した研修医から指導医への報告を以下に示す。研修医:「1歳の男児です。3日前から37℃台の発熱、咳嗽、鼻汁が出現し、夜中に咳嗽が増強したため来院しました。身長80.0cm、体重11kg。体温37.8℃。脈拍124/分、整。血圧88/56mmHg。呼吸数28/分。SpO2がroom airで95%です」指導医:「どんな感じの咳ですか」研修医:「オットセイが鳴くような咳です」指導医:「呼吸状態はどうですか」研修医:「胸骨上窩、鎖骨上窩に陥没呼吸がみられます」指導医:「胸部の聴診所見はどうですか」研修医:「吸気時に喘鳴を聴取します」指導医:「治療はどうしますか」これに続く研修医の返答で適切なのはどれか。 ,a. 「人工呼吸管理を行います」 | b. 「β2刺激薬吸入を行います」 | c. 「アドレナリン吸入を行います」 | d. 「抗ヒスタミン薬静注を行います」 | e. 「副腎皮質ステロイド吸入を行います」,c,オットセイ様咳嗽と吸気性喘鳴が特徴的なクループ(急性喉頭蓋下炎)が疑われ、吸気性喘鳴や陥没呼吸を伴う中等度以上の場合はアドレナリン吸入を行うのが適切です。,1.0,c,患者の症状はクループ症候群を示唆しており、「オットセイが鳴くような咳」や「陥没呼吸」「吸気時に喘鳴」が典型的な症状です。クループの治療にはアドレナリン吸入が効果的です。,1.0,c,この所見はクループ（急性喉頭炎）を示唆しており、seal‐bark cough（オットセイが鳴くような咳）や陥没呼吸、吸気性喘鳴が典型的です。中等症以上のクループでは、気道浮腫の改善を速やかに図るためにアドレナリン吸入が有効な治療法となります。,1.0,c,オットセイ様の咳と吸気性喘鳴、陥没呼吸からクループ症候群（急性喉頭気管気管支炎）が考えられる。クループ症候群の治療としてアドレナリン吸入が適切である。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),c,この症例は典型的なクループ症候群の特徴を示しています：,0.9,
119A66,"38歳の初産婦(1妊0産)。妊娠35週5日、2時間前から痛みを伴う持続的な子宮収縮を自覚し、来院した。意識は清明。体温36.8℃。脈拍92/分、整。血圧148/92mmHg。呼吸数20/分。来院時の内診で子宮口は4cm開大、児頭下降度はSP-2cm、腟鏡診で少量の出血を認めた。腹部超音波検査では胎児は頭位、推定体重2,100gで胎盤の肥厚像を認めた。胎児心拍数陣痛図(別冊No.29)を別に示す。適切な対応はどれか。 ",a. 吸引分娩 | b. 経過観察 | c. 子宮収縮薬投与 | d. 帝王切開 | e. ベタメタゾン投与,d,痛みを伴う持続的な子宮収縮や少量の出血、胎盤の肥厚像、血圧上昇などから常位胎盤早期剝離を疑い、陣痛発来後も子宮口開大が十分でないため緊急帝王切開が適切と判断されるため。,0.9,d,この患者は妊娠35週5日で、急激な子宮収縮、少量の出血、胎盤肥厚を伴う特徴が見られます。これは胎盤早期剥離の疑いがあります。また、胎児のリスクを最小限にするためには迅速な分娩が求められるため、帝王切開が適切です。吸引分娩は進行した経膣分娩の際に考えられる手段であり、経過観察や子宮収縮薬投与は胎児および母体の状態を悪化させる可能性があります。ベタメタゾン投与は肺の成熟を促進しますが、緊急の分娩が必要なこの状況では第一選択にはなりません。,0.9,d,この症例は、持続的な痛みを伴う子宮収縮に少量の出血、超音波での胎盤肥厚像（血腫を示唆する可能性）などが認められ、胎児心拍数陣痛図にも異常（恐らく陣痛時の遅発性または反復性の減速）が認められるため、胎盤早期剥離（胎盤剥離）が疑われます。さらに、子宮口は4cmと十分に進行しておらず、急速な経膣分娩は困難な状況です。よって、迅速な分娩を行うために帝王切開が適切な対応となります。,1.0,d,胎児心拍数陣痛図でlate decelerationを認める。妊娠35週であり、胎盤の肥厚像も認めることから、胎盤機能不全による胎児機能不全の可能性が高い。緊急帝王切開が適切である。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例では以下の危険な所見があり、緊急帝王切開が必要です：,0.9,
119A67,"10か月の男児。嘔吐と血便を主訴に救急車で搬入された。昨日の正午から嘔吐を認め、本日の午後4時から胆汁性嘔吐になった。次第に元気がなくなり、血便も出現したため午後6時に母親が救急車を要請した。意識は混濁し、痛み刺激で開眼する。体温38.7℃。心拍数192/分、整。血圧60/40mmHg。呼吸数44/分。SpO296%(roomair)。皮膚ツルゴールの低下と口唇の乾燥を認める。心音と呼吸音とに異常を認めない。腹部は軽度膨隆し、全体に硬く、打診で鼓音を認める。血液所見:赤血球468万、Hb12.9g/dL、Ht40%、白血球20,300、血小板15万。CRP8.3mg/dL。腹部エックス線写真(別冊No.30A)と腹部超音波像(別冊No.30B)とを別に示す。適切な治療はどれか。 ",a. 経過観察 | b. 抗菌薬投与 | c. 高圧浣腸 | d. イレウス管留置 | e. 緊急手術,e,腹部の硬さや血行動態の破綻から腸管壊死・穿孔が疑われ、非観血的整復ではなく緊急開腹手術が必要と考えられるため。,0.9,e,症状の急激な進行と所見から腸重積症が疑われ、緊急手術が必要と思われる。血便、嘔吐、腹部膨隆、crpの上昇、バイタルサインの異常などが重篤な状態を示唆している。,0.9,e,症例は10か月の男児で、発症から進行し全身状態の悪化（ショック、脱水、意識障害）および腹部の全体的な硬直（腹膜刺激症状）が認められるため、通常の高圧浣腸による非手術的治療は禁忌となり、腸管の壊死や穿孔を疑い緊急手術が必要である。,1.0,e,腹部エックス線写真と超音波像から腸重積が疑われ、緊急手術が適切である。胆汁性嘔吐、血便、意識混濁、バイタルサインの異常も手術適応の根拠となる。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),e,この症例は腸重積症の典型的な症状と所見を示しています。胆汁性嘔吐、血便、意識混濁、ショック状態（頻脈、低血圧）、腹部膨満などの症状から緊急性が高いと判断されます。また、発症から24時間近く経過しており、重症化していることから、高圧浣腸による整復は危険であり、緊急手術が必要です。腸管壊死の可能性も考慮する必要があります。,0.9,
119A68,3歳の男児。言葉の遅れを心配した両親に連れられて来院した。有意語は2歳6か月に出現したが、2語文はなく、独特の抑揚のある発語やオウム返しがみられるという。保育園では集団行動が苦手で、友達と一緒に遊ばない。いつもと異なる道で登園しようとするとかんしゃくを起こす。診察室では、視線が合いにくく、落ち着きなく歩き回り、診察に応じようとしない。診察時の適切な対応はどれか。 ,a. 押さえつけて診察する。 | b. 自由に行動させて観察する。 | c. 着席するよう厳しく指示する。 | d. しつけが悪いと両親を注意する。 | e. 行動が落ち着いた時期の再受診を両親に指示する。,b,自由に行動させて観察することが、自閉スペクトラム症などが疑われる児への対応として適切だから。,0.9,b,問題の男児は、発達障害、特に自閉スペクトラム症の特徴である可能性があります。自由に行動させて観察することで、彼の自然な行動や特性を把握する有用な情報が得られる可能性があります。他の選択肢は、彼の不安やストレスを強める可能性があるため適切ではありません。,0.9,b,この男児は自閉症スペクトラム障害の疑いがあり、診察時の環境が子供にとってストレスにならないよう、自然な行動を観察することが重要です。無理に制御しようとすると、さらに不安定になってしまうため、自由に行動させて観察するのが適切です。,0.95,b,3歳男児の症状（言葉の遅れ、2語文の欠如、独特の抑揚、オウム返し、集団行動の苦手さ、道順へのこだわり、視線が合いにくい、落ち着きのなさ）から、自閉スペクトラム症（asd）の可能性が考えられる。asdの患児に対して、無理に押さえつけたり、厳しく指示したり、しつけを注意したりすることは、不安を増大させ、診察を困難にする可能性がある。自由に行動させて観察することで、常同行動や興味の対象などを把握し、その後の診察や療育に繋げることができる。行動が落ち着いた時期の再受診を指示するだけでは、適切な評価や支援が遅れる可能性がある。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,この症例は自閉スペクトラム症(asd)が強く疑われる児童です。asdの子どもに対しては、強制的な対応や厳しい指示は逆効果で、パニックを引き起こす可能性があります。自由に行動させながら観察することで、より正確な行動評価が可能となり、また子どもにとってもストレスの少ない診察環境を提供できます。,0.9,
119A69,63歳の男性。眼瞼下垂を主訴に来院した。1か月前から物が二重に見えることを自覚していた。夕方になると眼瞼下垂がみられる。その他に自覚症状はない。血中抗アセチルコリン受容体抗体が陽性であった。胸部単純CT(別冊No.31)を別に示す。適切な対応はどれか。 ,a. 抗癌化学療法 | b. 定位放射線治療 | c. 縦隔リンパ節生検 | d. シクロスポリン投与 | e. 胸腺腫を含む拡大胸腺摘出術,e,画像所見や臨床所見から胸腺腫に合併した重症筋無力症が疑われるため、胸腺腫を含む拡大胸腺摘出術が適切である。,1.0,e,この症例は、眼瞼下垂や夕方の症状の悪化、血中抗アセチルコリン受容体抗体陽性の結果から、重症筋無力症(mg)が示唆されます。mgの患者では、特に関連する胸腺腫が見つかった場合、胸腺摘出術が適切な治療法となります。胸部ctで胸腺腫が確認できれば、その摘出が必要です。よって、選択肢の中で最も適切な対応は胸腺腫を含む拡大胸腺摘出術です。,0.9,e,抗アセチルコリン受容体抗体陽性かつ眼瞼下垂や二重視の所見は重症型筋無力症（mg）の所見であり、胸部ctで示された病変は胸腺腫を示唆します。mgに胸腺腫が存在する場合、適切な治療は胸腺腫を含む拡大胸腺摘出術となるため、eが正解です。,1.0,e,血中抗アセチルコリン受容体抗体陽性で重症筋無力症が疑われ、胸部ctで胸腺腫が認められるため、胸腺腫を含む拡大胸腺摘出術が適切である。,1.0,ERROR,Expecting value: line 1 column 1 (char 0),e,この症例は、眼瞼下垂、複視、夕方の症状増悪という重症筋無力症の典型的な症状があり、抗アセチルコリン受容体抗体陽性で確定診断がついています。また、胸部ctで胸腺腫の存在が示唆されています。重症筋無力症に胸腺腫を合併している場合、標準治療は胸腺腫を含む拡大胸腺摘出術です。これにより症状の改善と腫瘍の根治が期待できます。,0.9,
119A70,56歳の女性。労作時の息切れを主訴に来院した。6か月前に右下肢に浮腫を自覚したがそのままにしていた。2か月前から両下肢に浮腫が出現し、1週間前から、労作時の息切れが増強したため受診した。意識は清明。体温36.7℃。脈拍80/分、整。血圧146/92mmHg。呼吸数30/分。SpO295%(roomair)。座位で頭静脈の怒張を下顎付近まで認める。心音はⅠ音は正常、Ⅱ音肺動脈成分の亢進、胸骨左縁第3肋間にLevine2/6の収縮期雑音を聴取する。呼吸音に異常を認めない。腹部は平坦、軟で、肋骨弓下に肝を2cm触知する。脾は触知しない。両下肢に圧痕性浮腫を認める。血液所見:赤血球504万、Hb15.1g/dL、Ht46%、血小板13万、PT-INR1.2(基準0.9~1.1)、Dダイマー10.3μg/mL(基準1.0以下)。血液生化学所見:アルブミン4.1g/dL、総ビリルビン1.9mg/dL、AST31U/L、ALT11U/L、尿素窒素10mg/dL、クレアチニン0.6mg/dL、BNP98pg/mL(基準18.4以下)。CRP1.0mg/dL。心電図(別冊No.32A)と胸部エックス線写真(別冊No.32B)とを別に示す。心エコー検査で、左室駆出率は68%、三尖弁閉鎖不全を認め、推定肺動脈収縮期圧は60mmHgであった。診断のために行う検査はどれか。2つ選べ。 ,a. 胸部造影CT | b. 気管支鏡検査 | c. 冠動脈造影検査 | d. 経食道心エコー検査 | e. 肺血流シンチグラフィ,ae,臨床経過や所見から慢性肺血栓塞栓症による肺高血圧症が疑われ、胸部造影ctおよび肺血流シンチグラフィが診断に有用であるため。,1.0,ae,患者は右心不全の症状を呈しており、肺高血圧が示唆されています。肺血栓塞栓症の可能性が高く、胸部造影ctや肺血流シンチグラフィが該当する診断検査です。胸部造影ctは肺動脈の血栓検出に有用であり、肺血流シンチグラフィは血流の評価に役立ちます。,0.9,ae,本例は、右心不全と肺高血圧（推定肺動脈収縮期圧60mmhg、三尖弁閉鎖不全）の所見と、著高のdダイマーから、慢性血栓塞栓性肺高血圧症（cteph）の可能性が疑われます。診断確定には、肺動脈系の評価が必要であり、胸部造影ct（a）および肺血流シンチグラフィ（e）が適切な検査となります。,1.0,ae,労作時の息切れ、下肢浮腫、頭静脈怒張、肺動脈成分の亢進、肝腫大、三尖弁閉鎖不全、推定肺動脈収縮期圧の上昇(60mmhg)から肺高血圧症が疑われる。dダイマー高値であり、肺血栓塞栓症の可能性を考慮し、肺血流シンチグラフィは有用。また、胸部x線写真で肺動脈の拡大や末梢血管の絞扼像が疑われる場合、肺高血圧症の原因精査のために胸部造影ctも有用。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),ae,この症例は、以下の所見から肺塞栓症が強く疑われます：,0.9,
119A71,54歳の女性。右前額部から鼻背にかけての疼痛を伴う皮疹を主訴に来院した。2日前から右前額部のピリピリする疼痛を自覚していた。昨夜から、前額部から右上眼瞼および鼻背に水疱を伴う集簇した皮疹が出現した。患者への説明で正しいのはどれか。2つ選べ。 ,a. 「眼科の受診が必要です」 | b. 「水疱を破る必要があります」 | c. 「昔かかった麻疹によるものです」 | d. 「シャワーを浴びるのは控えましょう」 | e. 「皮疹から他人に感染する可能性があります」,ae,角膜障害のリスクがあるため眼科受診が必要であり、水疱内容液から他人に水痘帯状疱疹ウイルスが伝播する可能性があります。,1.0,ae,これは典型的な帯状疱疹の症状であり、三叉神経の第一枝に沿った皮疹や疼痛が見られます。帯状疱疹が眼に波及する可能性があるため、aの「眼科の受診が必要です」は正しい説明です。また、水疱から帯状疱疹ウイルスが排出されるため、免疫がない人に感染する可能性があり、eの「皮疹から他人に感染する可能性があります」も正しいです。他の選択肢は正しくありません。例えば、bの「水疱を破る必要がある」は感染リスクが高まるため誤っていますし、dの「シャワーを浴びるのは控えましょう」も誤りです。,0.9,ae,右眼領域を含む前頭部～鼻背の水疱性皮疹は眼帯状帯状疱疹（ヘルペス・ゾスター眼症）の所見です。眼科受診は眼内合併症を防ぐために必要であり（水疱液からは水痘‐帯状疱疹ウイルスが感染するため、他者に感染する可能性があります）、したがってaとeが正しい説明となります.,1.0,ae,,1.0,ERROR,Expecting value: line 1 column 1 (char 0),ae,この症例は帯状疱疹（特に三叉神経第1枝領域）の典型的な症状を示しています。眼科受診が必要なのは眼部帯状疱疹の可能性があるためです。また、水疱内にはウイルスが存在するため、感受性のある人（特に水痘未罹患者）への感染リスクがあります。水疱を破ることは二次感染のリスクがあり、シャワーは問題ありません。また、これは水痘・帯状疱疹ウイルスの再活性化によるもので、麻疹とは無関係です。,0.9,
