question_number,question_text,choices,has_image,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o1_answer,o1_explanation,o1_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,,,
119C59,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 この患者の来院時のGlasgow Coma Scale〈GCS〉はどれか。,a. E4V5M6 | b. E4V5M5 | c. E4V5M4 | d. E3V4M6 | e. E3V4M5,FALSE,a,glasgow coma scaleは、開眼(eye opening)、言語反応(verbal response)、運動反応(motor response)の3つの指標で評価されます。患者は開眼しており、言語に正確に反応（v5）、そして指示に従って四肢を動かすことができる（m6）ため、e4v5m6が該当します。,0.9,a,自発開眼（e4）、見当識があり適切に受け答えができる（v5）、指示どおりに四肢を動かせる（m6）ため。,1.0,a,患者は開眼しており（e4）、大きな声で話しかけると正確に答え、意識があるため会話内容も明瞭で（v5）、神経診察で指示に従い四肢を動かすことができたため、運動反応は命令に従うもの（m6）と評価できる。,1.0,,,
119C60,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 この患者の診察で適切でないのはどれか。,a. 耳元で話すようにする。 | b. 複雑な言い回しを避ける。 | c. プライバシーに配慮する。 | d. 本人からの問診は省略する。 | e. 筆談による意思疎通も併用する。,FALSE,d,患者の診察では基本的に本人からの問診を省略することは適切ではありません。患者本人が意識を取り戻しており、コミュニケーションが可能であるため、直接問診を行うことが重要です。他の選択肢は、難聴のある患者に配慮した適切な対応策です。,0.9,d,聴力低下はあるが本人は意識清明でやり取りが可能であるため、本人からの問診を省略することは不適切である。,1.0,d,患者は意識がはっきりしており、本人からの情報収集が重要です。本人の問診を省略するのは適切でないため、正解はdです。,1.0,,,
119C61,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 診察中に患者は再び意識消失し、数秒後に回復した。意識消失時の心拍数は14/分、不整、血圧は90/56mmHg、呼吸数は16/分、心電図モニターの波形(別冊No.10)を別に示す。その後家族に詳細な病歴聴取をしたところ、今回のような数秒間の意識消失を5回以上認めていたことが明らかになった。次に行うべき治療はどれか。,a. 胸骨圧迫 | b. 緊急ペーシング | c. リドカイン静注 | d. アドレナリン静注 | e. カルディオバージョン,FALSE,b,患者は高度な徐脈と意識消失を繰り返しています。心拍数が14/分と非常に低く不整なため、電気的ペーシングが適応されます。,1.0,b,意識消失時に著明な徐脈と低血圧を認め、stokes-adams発作が疑われるため、まず緊急ペーシングを行う。,1.0,b,患者は意識消失時に心拍数が14/分と極度に低下しており、再現性のある意識消失エピソードから高度房室ブロック（またはそれに類する伝導障害）が疑われるため、即時のペーシングによる治療が適応される。,1.0,,,
119C62,"58歳の男性。発熱と意識障害のため救急車で搬入された。現病歴:昨日38.0℃の発熱があったため仕事を休み、市販の解熱鎮痛薬を内服して自宅で様子をみていた。今朝はベッドで横になったままで呼びかけに反応がなかったため、家族が救急車を要請した。既往歴:21歳時に交通外傷のため左腎臓と脾臓を摘出した。生活歴:会社員で事務作業が主体。喫煙歴はない。飲酒はビール350mL/日を週2回。52歳の妻、20歳台の息子2人と4人暮らし。ペットは飼育していない。ワクチン接種歴は確認できない。家族歴:父は78歳時に心筋梗塞で死亡。同居している家族に特記すべきことはない。現症:意識レベルはJCSⅢ-200。身長170cm、体重62kg。体温38.8℃。心拍数128/分、整。血圧76/52mmHg。呼吸数30/分。SpO291%(リザーバー付マスク10L/分酸素投与下)。皮膚は湿潤で著明な発汗を認める。眼瞼結膜と眼球結膜とに異常を認めず、頭頸部にはその他の異常も認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。左側腹部に手術痕を認める。両側足趾に暗紫色の色調変化を認める。下腿に浮腫を認めない。検査所見:血液所見:赤血球490万、Hb13.2g/dL、Ht39%、白血球2,000(骨髄球5%、後骨髄球13%、桿状核好中球38%、分葉核好中球41%、好酸球0%、好塩基球0%、単球1%、リンパ球2%)、血小板6.2万、PT-INR1.4(基準0.91.1)、フィブリノゲン426mg/dL(基準186~355)、Dダイマー30μg/mL(基準1.0以下)。血液生化学所見:総蛋白5.9g/dL、アルブミン2.8g/dL、総ビリルビン2.7mg/dL、直接ビリルビン1.8mg/dL、AST197U/L、ALT149U/L、LD351U/L(基準124~222)、ALP109U/L(基準38~113)、Y-GT60U/L(基準13~64)、アミラーゼ44U/L(基準44~132)、CK460U/L(基準59~248)、尿素窒素40mg/dL、クレアチニン2.1mg/dL、血糖98mg/dL、Na130mEq/L、K3.4mEq/L、Cl101mEq/L、Ca7.5mg/dL、乳酸28mg/dL(基準5~20)。CRP30mg/dL。動脈血ガス分析(リザーバー付マスク10L/分酸素投与下):pH7.33.PaCO228Torr,PaO284Torr,HCO3""18mEq/L.血液培養採取と同時に静脈絡を確保し、輸液と抗菌薬投与を開始したが、血圧が低下した状態が続いている。 次に投与すべきなのはどれか。",a. 血小板製剤 | b. ニトログリセリン | c. ノルアドレナリン | d. グルココルチコイド | e. 重炭酸ナトリウム液,FALSE,c,患者は低血圧（血圧76/52mmhg）と高心拍数（心拍数128/分）を示しており、感染に伴うショック（敗血症性ショック）の可能性が高いです。このような場合、昇圧剤であるノルアドレナリンの使用が適切です。ノルアドレナリンは血管を収縮させ、血圧を上昇させる効果があります。,0.9,c,輸液と抗菌薬投与を開始しても血圧低下が続く敗血症性ショックでは、まず血管作動薬であるノルアドレナリンの投与が推奨されるため。,0.9,c,この患者は敗血症性ショックと診断でき、輸液および抗菌薬投与後も持続的な低血圧が認められるため、次の治療として初期の血管収縮薬であるノルアドレナリンの使用が適応される。,1.0,,,
119C63,"58歳の男性。発熱と意識障害のため救急車で搬入された。現病歴:昨日38.0℃の発熱があったため仕事を休み、市販の解熱鎮痛薬を内服して自宅で様子をみていた。今朝はベッドで横になったままで呼びかけに反応がなかったため、家族が救急車を要請した。既往歴:21歳時に交通外傷のため左腎臓と脾臓を摘出した。生活歴:会社員で事務作業が主体。喫煙歴はない。飲酒はビール350mL/日を週2回。52歳の妻、20歳台の息子2人と4人暮らし。ペットは飼育していない。ワクチン接種歴は確認できない。家族歴:父は78歳時に心筋梗塞で死亡。同居している家族に特記すべきことはない。現症:意識レベルはJCSⅢ-200。身長170cm、体重62kg。体温38.8℃。心拍数128/分、整。血圧76/52mmHg。呼吸数30/分。SpO291%(リザーバー付マスク10L/分酸素投与下)。皮膚は湿潤で著明な発汗を認める。眼瞼結膜と眼球結膜とに異常を認めず、頭頸部にはその他の異常も認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。左側腹部に手術痕を認める。両側足趾に暗紫色の色調変化を認める。下腿に浮腫を認めない。検査所見:血液所見:赤血球490万、Hb13.2g/dL、Ht39%、白血球2,000(骨髄球5%、後骨髄球13%、桿状核好中球38%、分葉核好中球41%、好酸球0%、好塩基球0%、単球1%、リンパ球2%)、血小板6.2万、PT-INR1.4(基準0.91.1)、フィブリノゲン426mg/dL(基準186~355)、Dダイマー30μg/mL(基準1.0以下)。血液生化学所見:総蛋白5.9g/dL、アルブミン2.8g/dL、総ビリルビン2.7mg/dL、直接ビリルビン1.8mg/dL、AST197U/L、ALT149U/L、LD351U/L(基準124~222)、ALP109U/L(基準38~113)、Y-GT60U/L(基準13~64)、アミラーゼ44U/L(基準44~132)、CK460U/L(基準59~248)、尿素窒素40mg/dL、クレアチニン2.1mg/dL、血糖98mg/dL、Na130mEq/L、K3.4mEq/L、Cl101mEq/L、Ca7.5mg/dL、乳酸28mg/dL(基準5~20)。CRP30mg/dL。動脈血ガス分析(リザーバー付マスク10L/分酸素投与下):pH7.33.PaCO228Torr,PaO284Torr,HCO3""18mEq/L.血液培養採取と同時に静脈絡を確保し、輸液と抗菌薬投与を開始したが、血圧が低下した状態が続いている。 入院時に採取した血液培養が陽性となった。血液培養ボトル内容のGram染色標本(別冊No.11)を別に示す。考えられる原因微生物はどれか。",a. Clostridium perfringens | b. Enterococcus faecium | c. Haemophilus influenzae | d. Neisseria meningitidise | e. Streptococcus pneumoniae,FALSE,e,gram染色で示された双球菌は、肺炎球菌（streptococcus pneumoniae）に特徴的です。この患者の症状と臨床経過も一致します。,0.9,e,無脾状態での重症敗血症と、示されたgram染色像（ランセット形のgram陽性双球菌）からs. pneumoniaeが最も可能性が高い。,1.0,e,この患者は過去の脾摘出歴があり、opsi（overwhelming post‐splenectomy infection）の典型例です。脾臓がないと、肺炎球菌（streptococcus pneumoniae）など被膜糖鎖を持つ細菌に対する防御機構が低下し、急性敗血症性ショックやdicを引き起こすことが多いため、最も疑われます。,1.0,,,
119C64,"58歳の男性。発熱と意識障害のため救急車で搬入された。現病歴:昨日38.0℃の発熱があったため仕事を休み、市販の解熱鎮痛薬を内服して自宅で様子をみていた。今朝はベッドで横になったままで呼びかけに反応がなかったため、家族が救急車を要請した。既往歴:21歳時に交通外傷のため左腎臓と脾臓を摘出した。生活歴:会社員で事務作業が主体。喫煙歴はない。飲酒はビール350mL/日を週2回。52歳の妻、20歳台の息子2人と4人暮らし。ペットは飼育していない。ワクチン接種歴は確認できない。家族歴:父は78歳時に心筋梗塞で死亡。同居している家族に特記すべきことはない。現症:意識レベルはJCSⅢ-200。身長170cm、体重62kg。体温38.8℃。心拍数128/分、整。血圧76/52mmHg。呼吸数30/分。SpO291%(リザーバー付マスク10L/分酸素投与下)。皮膚は湿潤で著明な発汗を認める。眼瞼結膜と眼球結膜とに異常を認めず、頭頸部にはその他の異常も認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。左側腹部に手術痕を認める。両側足趾に暗紫色の色調変化を認める。下腿に浮腫を認めない。検査所見:血液所見:赤血球490万、Hb13.2g/dL、Ht39%、白血球2,000(骨髄球5%、後骨髄球13%、桿状核好中球38%、分葉核好中球41%、好酸球0%、好塩基球0%、単球1%、リンパ球2%)、血小板6.2万、PT-INR1.4(基準0.91.1)、フィブリノゲン426mg/dL(基準186~355)、Dダイマー30μg/mL(基準1.0以下)。血液生化学所見:総蛋白5.9g/dL、アルブミン2.8g/dL、総ビリルビン2.7mg/dL、直接ビリルビン1.8mg/dL、AST197U/L、ALT149U/L、LD351U/L(基準124~222)、ALP109U/L(基準38~113)、Y-GT60U/L(基準13~64)、アミラーゼ44U/L(基準44~132)、CK460U/L(基準59~248)、尿素窒素40mg/dL、クレアチニン2.1mg/dL、血糖98mg/dL、Na130mEq/L、K3.4mEq/L、Cl101mEq/L、Ca7.5mg/dL、乳酸28mg/dL(基準5~20)。CRP30mg/dL。動脈血ガス分析(リザーバー付マスク10L/分酸素投与下):pH7.33.PaCO228Torr,PaO284Torr,HCO318mEq/L.血液培養採取と同時に静脈絡を確保し、輸液と抗菌薬投与を開始したが、血圧が低下した状態が続いている。集中治療が継続されたが患者は入院4日目に死亡した。家族に病理解剖について説明したところ承諾され、実施することとなった。正しいのはどれか。""",a. 解剖終了後は遺体を家族に返還する。| b. 解剖に使用した器具は全て廃棄する。| c. 解剖を実施したことを警察に届け出る。|d. 解剖に関わった医療従事者は予防抗菌薬を内服する。|e. 死亡診断書は病理解剖報告書が完成した後に発行する。,FALSE,a,病理解剖（剖検）は医学的な目的で行われ、遺族の承諾を得て実施される。解剖終了後は遺体を家族に返還するのが原則であり、警察への届け出は不要である。また、使用した器具の全廃棄や医療従事者の予防抗菌薬投与の必要はなく、死亡診断書は解剖結果を待たずに発行される。,0.95,a,病理解剖後は通常、遺体は家族に返還されるため,0.95,a,解剖終了後は通常、遺体は家族に返還される。その他の選択肢は、器具は再使用のため消毒処理される（b）、家族承諾による病理解剖の場合、警察への届け出は不要（c）、医療従事者に予防抗菌薬の内服は不要（d）、死亡診断書は解剖報告前に発行される（e）ため誤りである。,0.95,,,
119C65,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。胸部単純CT(別冊No.12)を別に示す。C65この患者でみられる所見はどれか。",a. 呼気時間の延長 | b. 左呼吸音の減弱 | c. 左胸部のwheezes | d. 頸静脈の吸気時怒張 | e. 左胸部打診での鼓音,FALSE,b,ct画像と病歴から、左肺に気胸または血胸が疑われます。この場合、左側の呼吸音が減弱することが考えられます。,0.9,b,画像所見から左側の気胸が疑われ，その場合には患側の呼吸音が減弱する所見が最も典型的であるため。,0.9,e,この患者は左前胸部に外傷を受け、ctで気胸などの胸腔内空気の蓄積が認められる可能性が高いです。気胸では、胸部打診で空気の存在により鼓音（過剰な共鳴音）が得られるため、eが最も当てはまります。,0.9,,,
119C66,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。 その後総合病院へ搬入された。搬入後の状態は意識清明で、体温36.4℃、脈拍132/分、整、血圧92/52mmHg、呼吸数30/分、SpO292%(roomair)であった。酸素5L/分をマスクで投与し静脈絡を確保して輸液を開始した。初回のCTから2時間後の搬送先の病院での胸部造影CTの肺野条件(別冊No.13A)と縦隔条件(別冊No.13B)とを別に示す。搬送先の病院での胸部CTでみられる所見はどれか。",a. 左気胸 | b. 大動脈解離 | c. 縦隔気腫の増加 | d. 心囊液貯留の増加 | e. 左胸腔内液体貯留の増加,FALSE,c,縦隔周囲に気腫性の陰影が見受けられることから、縦隔気腫が増加していると考えられる。,0.9,c,造影ctで縦隔内の空気の増加（縦隔気腫）が認められるため。,0.9,e,この患者は左胸部の打撲後、初期は比較的安定していたが、搬送先病院到着時に血行動態が悪化（頻脈、低血圧、呼吸数増加、低酸素化）している。これは外傷後に進行性の出血、すなわち左胸腔内に血液が貯留している状態（hemothorax）と一致するため、胸部造影ctでは左胸腔内液体貯留の増加が認められると考えられる。,0.95,,,
119C67,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。 その後総合病院へ搬入された。搬入後の状態は意識清明で、体温36.4℃、脈拍132/分、整、血圧92/52mmHg、呼吸数30/分、SpO292%(roomair)であった。酸素5L/分をマスクで投与し静脈絡を確保して輸液を開始した。 行うべき対応はどれか。",a. 経過観察 | b. β遮断薬投与 | c. 気管插管陽圧換気 | d. 胸腔ドレーン挿入 | e. 非侵襲的陽圧換気〈NPPV〉,FALSE,d,患者は外傷後に呼吸困難と低酸素血症、そして血圧低下と頻脈が見られるため、胸部外傷、特に気胸や血胸の疑いがあります。この場合、最初に行うべきは胸腔ドレーン挿入です。これにより、胸腔内にたまった空気や血液を排出し、肺の再膨張を図ります。他の選択肢はこの状況には適していないと考えられます。,0.9,d,外傷に伴う気胸・血胸を疑い，ショックバイタルを呈しているため胸腔ドレーン挿入が必要と判断する。,0.9,d,この患者は左前胸部への打撃後に、初期は安定していたものの搬入後に血行・呼吸状態が悪化（頻脈、低血圧、呼吸数増加、低酸素血症）しており、緊張性気胸や大容量の血胸による生命を脅かす状態が疑われます。こうした外傷性の胸部合併症においては、迅速な胸腔ドレーン挿入が第一選択となるため、dを選びます。,0.95,,,
119C68,75歳の男性。転びやすさを主訴に来院した。現病歴:3年前から、就寝中に大きな声で寝言を言ったり、手足をバタバタ動かしたりしていることに妻が気付いていた。同時期から高度な便秘を自覚するようになった。1年前から、物忘れが多くなり、日付や予定を何度も妻に確認するようになった。同時期から、①*壁の模様や汚れを見て、虫が違っている*と言って殺虫剤を噴霧するようになった。②*入浴はひとりで可能*で、③*尿失禁はない*が、日によっては、妻が話しかけても反応が鈍く、友人に会っても④*あいさつをしなくなった。*また、⑤*自分が無力だと考えるようになった。*1か月前からは、動作が遅くなり、転びやすくなったため心配した家族に付き添われて受診した。既往歴:60歳から高血圧症で降圧薬を服用している。生活歴:70歳の妻と2人暮らし。喫煙歴はない。飲酒は機会飲酒。家族歴:父は脳梗塞で70歳時に死亡。母は胃癌で65歳時に死亡。現症:意識は清明。身長170cm、体重65kg。体温36.5℃。脈拍68/分、整。血圧136/82mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。改訂長谷川式簡易知能評価スケール16点(30点満点)、Mini-MentalState Examination〈MMSE〉19点(30点満点)。脳神経に異常を認めない。四肢に筋力低下は認めない。四肢に軽度の筋強剛を認める。腱反射は正常で、Babinski徴候は陰性。歩行はやや前傾姿勢で、歩幅は小刻みである。 下線部のうち、高齢者機能評価簡易版〈CGA7〉の内容に含まれないのはどれか。,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,FALSE,a,高齢者機能評価簡易版〈cga7〉の内容には、認知機能、日常生活動作（adl）、排尿状態、精神状態、行動観察などが含まれる。この問題の下線部のうち、「①壁の模様や汚れを見て、虫が違っていると言って殺虫剤を噴霧する」は、幻覚に関するものであり、cga7の標準的な評価項目には直接含まれないと考えられる。他の選択肢は日常生活に関連した機能や状態（例：入浴の自己管理、排尿状態、社会的交流、精神状態など）に関するもので、cga7に含まれる。,0.9,a,cga7（高齢者機能評価簡易版）ではadl（日常生活動作）や認知機能、抑うつ状態などを評価するが、幻視や幻覚といった精神症状の詳細評価は含まれないため。,0.9,a,cga7は高齢者のadl（例：入浴や排泄の自立）、社会性（例：あいさつの習慣）や情動面（例：無力感といった抑うつ症状）などの機能評価を目的としており、幻視や妄想といった精神病性症状は評価項目に含まれていないため。,0.95,,,
119C69,75歳の男性。転びやすさを主訴に来院した。現病歴:3年前から、就寝中に大きな声で寝言を言ったり、手足をバタバタ動かしたりしていることに妻が気付いていた。同時期から高度な便秘を自覚するようになった。1年前から、物忘れが多くなり、日付や予定を何度も妻に確認するようになった。同時期から、①*壁の模様や汚れを見て、虫が違っている*と言って殺虫剤を噴霧するようになった。②*入浴はひとりで可能*で、③*尿失禁はない*が、日によっては、妻が話しかけても反応が鈍く、友人に会っても④*あいさつをしなくなった。*また、⑤*自分が無力だと考えるようになった。*1か月前からは、動作が遅くなり、転びやすくなったため心配した家族に付き添われて受診した。既往歴:60歳から高血圧症で降圧薬を服用している。生活歴:70歳の妻と2人暮らし。喫煙歴はない。飲酒は機会飲酒。家族歴:父は脳梗塞で70歳時に死亡。母は胃癌で65歳時に死亡。現症:意識は清明。身長170cm、体重65kg。体温36.5℃。脈拍68/分、整。血圧136/82mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。改訂長谷川式簡易知能評価スケール16点(30点満点)、Mini-MentalState Examination〈MMSE〉19点(30点満点)。脳神経に異常を認めない。四肢に筋力低下は認めない。四肢に軽度の筋強剛を認める。腱反射は正常で、Babinski徴候は陰性。歩行はやや前傾姿勢で、歩幅は小刻みである。 この患者で認める可能性が高いのはどれか。,a. 失語 | b. 運動失調 | c. 感覚障害 | d. 項部硬直 | e. 起立性低血圧,FALSE,e,この患者の症状は、レム睡眠行動障害や便秘、記憶障害、幻覚、動作緩慢、小刻み歩行などから、パーキンソン病またはレビー小体型認知症が疑われます。これらの疾患では、起立性低血圧を伴うことが一般的なので、選択肢の中で認められる可能性が高いのは起立性低血圧です。,0.9,e,レビー小体型認知症やパーキンソン病では自律神経障害を伴い、起立性低血圧が高頻度に生じるため。,0.9,e,この患者は認知障害、パーキンソン症状（小刻み歩行、軽度の筋強剛）、便秘など自律神経症状を呈しており、レビー小体型認知症やパーキンソン病認知症が疑われる。この疾患群では、起立性低血圧がよく認められるため、eが最も可能性が高い。,1.0,,,
119C70,75歳の男性。転びやすさを主訴に来院した。現病歴:3年前から、就寝中に大きな声で寝言を言ったり、手足をバタバタ動かしたりしていることに妻が気付いていた。同時期から高度な便秘を自覚するようになった。1年前から、物忘れが多くなり、日付や予定を何度も妻に確認するようになった。同時期から、①*壁の模様や汚れを見て、虫が違っている*と言って殺虫剤を噴霧するようになった。②*入浴はひとりで可能*で、③*尿失禁はない*が、日によっては、妻が話しかけても反応が鈍く、友人に会っても④*あいさつをしなくなった。*また、⑤*自分が無力だと考えるようになった。*1か月前からは、動作が遅くなり、転びやすくなったため心配した家族に付き添われて受診した。既往歴:60歳から高血圧症で降圧薬を服用している。生活歴:70歳の妻と2人暮らし。喫煙歴はない。飲酒は機会飲酒。家族歴:父は脳梗塞で70歳時に死亡。母は胃癌で65歳時に死亡。現症:意識は清明。身長170cm、体重65kg。体温36.5℃。脈拍68/分、整。血圧136/82mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。改訂長谷川式簡易知能評価スケール16点(30点満点)、Mini-MentalState Examination〈MMSE〉19点(30点満点)。脳神経に異常を認めない。四肢に筋力低下は認めない。四肢に軽度の筋強剛を認める。腱反射は正常で、Babinski徴候は陰性。歩行はやや前傾姿勢で、歩幅は小刻みである。 診断に有用なのはどれか。,a. FDG-PET | b. 頸椎単純CT | c. 頸部超音波検査 | d. 脳血管造影検査 | e. ドパミントランスポーターシンチグラフィ,FALSE,e,この男性の症状（rem睡眠行動障害、便秘、幻視、動作の遅さなど）は、レビー小体型認知症（dlb）やパーキンソン病に関連することが考えられます。ドパミントランスポーターシンチグラフィは、そのような神経変性疾患（レビー小体病やパーキンソン病）の診断に有用です。この検査では、ドーパミン神経遮断（プレシナプスドーパミン取り込み障害）を評価できるため、症状と一致します。その他の選択肢は、主に構造的または血管性の病変評価に有効であり、この症状のセットには直接当てはまりません。,0.9,e,レム睡眠行動障害や視覚幻視、パーキンソニズムを伴うことからレビー小体型認知症が疑われ、その診断にはドパミントランスポーターシンチグラフィが有用である。,0.9,e,この患者は、睡眠中の異常行動、便秘、認知障害、そして運動障害（歩行の前傾、小刻み歩行、軽度の筋強剛）などの所見から、レビー小体型認知症またはパーキンソン病における認知症を疑える。ドパミントランスポーターシンチグラフィは、線条体におけるドパミン作動性神経終末の減衰を評価するため、こうした疾患の診断に有用である。,1.0,,,
